,date,title,cat1,cat2,url,categories,children,hate_speech,health_disinfo,political_disinfo,safety
639,"October 1, 2019",Course: Monetize Your Page with Fan Subscriptions | Meta for Creators,BEST PRACTICES,CREATORS,https://www.facebook.com/creators/monetize-with-fan-subscriptions,[],0,0,0,0,0
640,"September 24, 2019",Publish to Instagram from your desktop | Meta for Creators,ANNOUNCEMENTS,CREATORS,https://www.facebook.com/creators/publish-to-instagram-from-desktop,[],0,0,0,0,0
641,"September 24, 2019",Facebook Partner Voices: Brad Keselowski,ANNOUNCEMENTS,,https://www.facebook.com/formedia/blog/facebook-partner-voices-brad-keselowski,[],0,0,0,0,0
642,"September 20, 2019",US Soccer Leverages Women’s World Cup Spotlight to Drive Business Results,SUCCESS STORIES,MEDIA,https://www.facebook.com/facebookmedia/success-stories/us-soccer-leverages-womens-world-cup-spotlight-to-drive-business-results,[],0,0,0,0,0
643,"September 20, 2019",3 Facebook Tools That Connect People with Local Breaking News,ANNOUNCEMENTS,JOURNALISM,https://www.facebook.com/journalismproject/facebook-tools-local-breaking-news,[],0,0,0,0,0
644,"September 18, 2019",Your Creator Studio Playbook | Meta for Creators,BEST PRACTICES,CREATORS,https://www.facebook.com/creators/creator-studio-playbook,[],0,0,0,0,0
645,"September 18, 2019",Facebook Accelerator Program Expands to Australia and New Zealand,ANNOUNCEMENTS,JOURNALISM,https://www.facebook.com/journalismproject/facebook-accelerator-program-australia-new-zealand,[],0,0,0,0,0
646,"September 17, 2019",Creator Spotlight: Off The Beaten Track | Facebook for Creators,SUCCESS STORIES,CREATORS,https://www.facebook.com/creators/creator-spotlight-off-the-beaten-track,[],0,0,0,0,0
647,"September 16, 2019",3 Smart Ways to Analyze Data in Your Newsroom,BEST PRACTICES,JOURNALISM,https://www.facebook.com/journalismproject/data-analysis-newsroom,[],0,0,0,0,0
648,"September 16, 2019",Facebook Accelerator Program Expands to France,ANNOUNCEMENTS,JOURNALISM,https://www.facebook.com/journalismproject/facebook-accelerator-program-france,[],0,0,0,0,0
649,"September 16, 2019",Updates for Video Creators & Publishers: Live and Creator Studio,ANNOUNCEMENTS,,https://www.facebook.com/formedia/blog/updates-for-video-creators-publishers-live-and-creator-studio,[],0,0,0,0,0
650,"September 13, 2019",How To Monetize Videos - Facebook Video Accelerator,BEST PRACTICES,JOURNALISM,https://www.facebook.com/journalismproject/how-to-monetize-video,[],0,0,0,0,0
651,"September 12, 2019",CrowdTangle Trends Report: U.S. Local News on Facebook,ANNOUNCEMENTS,JOURNALISM,https://www.facebook.com/journalismproject/crowdtangle-trends-report-us-local-news-facebook,[],0,0,0,0,0
652,"September 12, 2019",Facebook Journalism Project Community Network - Grant Winners - September 2019,ANNOUNCEMENTS,JOURNALISM,https://www.facebook.com/journalismproject/facebook-community-network-grant-winners-september-2019,[],0,0,0,0,0
653,"September 11, 2019",How AFP Has Built a Global Fact-Checking Operation,ANNOUNCEMENTS,JOURNALISM,https://www.facebook.com/journalismproject/afp-fighting-false-news-facebook,[],0,0,0,0,0
654,"September 10, 2019",New Features for Public Figures,ANNOUNCEMENTS,,https://www.facebook.com/formedia/blog/new-features-for-public-figures,[],0,0,0,0,0
655,"September 9, 2019",New York Jets Ticket Sales Fly High with Facebook Partnership,SUCCESS STORIES,MEDIA,https://www.facebook.com/facebookmedia/success-stories/new-york-jets-ticket-sales-fly-high-with-facebook-partnership,[],0,0,0,0,0
656,"September 5, 2019",Investing in video content from European publishers,ANNOUNCEMENTS,,https://www.facebook.com/formedia/blog/investing-in-video-content-from-european-publishers,[],0,0,0,0,0
657,"August 28, 2019","ONA19: Facebook, Instagram, CrowdTangle Schedule",ANNOUNCEMENTS,JOURNALISM,https://www.facebook.com/journalismproject/ona19-facebook-instagram-crowdtangle-schedule,[],0,0,0,0,0
658,"August 28, 2019","ONA19: Highlights From Facebook, Instagram, CrowdTangle",ANNOUNCEMENTS,JOURNALISM,https://www.facebook.com/journalismproject/ona19-conference-facebook-instagram-crowdtangle,[],0,0,0,0,0
659,"August 28, 2019",Supporting Newsrooms and Journalists Throughout the 2020 U.S. Primaries,ANNOUNCEMENTS,JOURNALISM,https://www.facebook.com/journalismproject/facebook-2020-us-primaries,[],0,0,0,0,0
660,"August 27, 2019",Copa América Leverages Facebook and Instagram to Build Audience,SUCCESS STORIES,MEDIA,https://www.facebook.com/facebookmedia/success-stories/copa-america-leverages-facebook-and-instagram-to-build-audience,[],0,0,0,0,0
661,"August 22, 2019",Facebook Oversight Board for Content Decisions: What to Know,ANNOUNCEMENTS,JOURNALISM,https://www.facebook.com/journalismproject/facebook-oversight-board-for-content-decisions-overview,[],0,0,0,0,0
662,"August 7, 2019",Watch: How to Apply for a FJP Community Network Grant,ANNOUNCEMENTS,JOURNALISM,https://www.facebook.com/journalismproject/facebook-community-network-grant-how-to-apply,[],0,0,0,0,0
663,"August 6, 2019",Video Webinars for Publishers and Journalists,ANNOUNCEMENTS,JOURNALISM,https://www.facebook.com/journalismproject/video-webinars-journalists-publishers,[],0,0,0,0,0
664,"August 5, 2019",Facebook partners with Australian news publishers to fund news shows on Facebook Watch,ANNOUNCEMENTS,,https://www.facebook.com/formedia/blog/facebook-partners-with-australian-news-publishers-to-fund-news-shows-on-facebook-watch,[],0,0,0,0,0
665,"July 26, 2019",How India's Factly Is Using Technology to Fight Misinformation,SUCCESS STORIES,JOURNALISM,https://www.facebook.com/journalismproject/india-factly-fighting-false-news-facebook,[],0,0,0,0,0
666,"July 24, 2019",7 Initial Steps to Take Toward a Reader Revenue Strategy,BEST PRACTICES,JOURNALISM,https://www.facebook.com/journalismproject/reader-revenue-strategy,[],0,0,0,0,0
667,"July 19, 2019",Best Practices for Video Distribution,BEST PRACTICES,JOURNALISM,https://www.facebook.com/journalismproject/best-practices-video-distribution,[],0,0,0,0,0
668,"July 17, 2019",14 Ideas to Jumpstart Your Digital Subscriber Growth,BEST PRACTICES,JOURNALISM,https://www.facebook.com/journalismproject/digital-subscriber-growth,[],0,0,0,0,0
669,"July 17, 2019",Announcing the First Grant Recipients of the Facebook Journalism Project Community Network,ANNOUNCEMENTS,JOURNALISM,https://www.facebook.com/journalismproject/facebook-community-network-grant-winners-july-2019,[],0,0,0,0,0
670,"July 15, 2019",Duke Basketball Scores with Innovation and Fan Engagement on Facebook and Instagram,SUCCESS STORIES,MEDIA,https://www.facebook.com/facebookmedia/success-stories/duke-basketball-scores-with-innovation-and-fan-engagement-on-facebook-and-instagram,[],0,0,0,0,0
671,"July 10, 2019",4 Tips for Building a User-Oriented Newsroom Culture,BEST PRACTICES,JOURNALISM,https://www.facebook.com/journalismproject/tips-building-newsroom-culture,[],0,0,0,0,0
672,"July 9, 2019",More Ways For Creators to Monetize and Manage Their Presence,ANNOUNCEMENTS,,https://www.facebook.com/formedia/blog/more-ways-for-creators-to-monetize-and-manage-their-presence,[],0,0,0,0,0
673,"July 9, 2019",How Germany's Funke Mediengruppe Started Thinking Reader First,ANNOUNCEMENTS,JOURNALISM,https://www.facebook.com/journalismproject/germany-funke-mediengruppe,[],0,0,0,0,0
674,"July 8, 2019",How Newsrooms Can Drive Subscriber Engagement and Retention,BEST PRACTICES,JOURNALISM,https://www.facebook.com/journalismproject/newsrooms-subscriber-engagement-retention,[],0,0,0,0,0
675,"July 5, 2019",Facebook Video Accelerator Program Meets in Chile and Argentina,ANNOUNCEMENTS,,https://www.facebook.com/formedia/facebook-video-accelerator-chile-argentina,[],0,0,0,0,0
676,"July 2, 2019",3 Publishers Share Newsletter Strategies That Drive Subscriptions,BEST PRACTICES,JOURNALISM,https://www.facebook.com/journalismproject/newsletter-strategies-for-subscriptions,[],0,0,0,0,0
677,"July 2, 2019",4 Newsletter Strategies You Can Use Today,BEST PRACTICES,JOURNALISM,https://www.facebook.com/journalismproject/4-email-newsletter-strategies,[],0,0,0,0,0
678,"July 2, 2019",10 Newsletter Strategies to Keep Your Readers Engaged,ANNOUNCEMENTS,JOURNALISM,https://www.facebook.com/journalismproject/email-newsletter-strategies,[],0,0,0,0,0
679,"July 2, 2019",GEN Summit 2019: Facebook and Instagram Workshop Resources,ANNOUNCEMENTS,JOURNALISM,https://www.facebook.com/journalismproject/gen-summit-2019-facebook-lessons,[],0,0,0,0,0
680,"June 26, 2019",Best Practices for Video Editing,ANNOUNCEMENTS,JOURNALISM,https://www.facebook.com/journalismproject/best-practices-video-editing,[],0,0,0,0,0
681,"June 20, 2019",Facebook Supports News in the Middle East and North Africa,ANNOUNCEMENTS,JOURNALISM,https://www.facebook.com/journalismproject/facebook-supports-middle-east-north-africa-news,[],0,0,0,0,0
682,"June 18, 2019",Monetizing Digital Audiences: Tips for News Publishers,ANNOUNCEMENTS,JOURNALISM,https://www.facebook.com/journalismproject/monetizing-digital-audiences-tips,[],0,0,0,0,0
683,"June 17, 2019",Best Practices for Video Production,SUCCESS STORIES,JOURNALISM,https://www.facebook.com/journalismproject/best-practices-video-production,[],0,0,0,0,0
684,"June 13, 2019",From Crowdfunding to Fan Subscriptions | Meta for Creators,BEST PRACTICES,CREATORS,https://www.facebook.com/creators/from-crowdfunding-to-fan-subscriptions,[],0,0,0,0,0
685,"June 13, 2019",GEN Summit 2019: Facebook and Instagram Workshop Resources,BEST PRACTICES,JOURNALISM,https://www.facebook.com/journalismproject/gen-summit-2019-facebook-instagram-workshop-resources,[],0,0,0,0,0
686,"June 12, 2019",Facebook Third-Party Fact-Checking Partner: Mafindo,SUCCESS STORIES,JOURNALISM,https://www.facebook.com/journalismproject/mafindo-facebook-third-party-fact-checking,[],0,0,0,0,0
687,"June 12, 2019",Introducing Summer and Fall Programming For Facebook Watch Originals,ANNOUNCEMENTS,,https://www.facebook.com/formedia/blog/introducing-summer-and-fall-programming-for-facebook-watch-originals,[],0,0,0,0,0
688,"June 12, 2019",News in Facebook Watch: One Year In,SUCCESS STORIES,,https://www.facebook.com/formedia/blog/news-in-facebook-watch-one-year-in,[],0,0,0,0,0
689,"June 12, 2019",Lessons from the Facebook Local News Subscriptions Accelerator,ANNOUNCEMENTS,JOURNALISM,https://www.facebook.com/journalismproject/lessons-facebook-local-news-subscriptions-accelerator,[],0,0,0,0,0
690,"June 12, 2019","Wimbledon’s Content Strategy Drives Engagement, Growth, and New Business Leads",SUCCESS STORIES,MEDIA,https://www.facebook.com/facebookmedia/success-stories/wimbledons-content-strategy-drives-engagement-growth-and-new-business-leads,[],0,0,0,0,0
691,"June 12, 2019",How Full Fact Is Fighting Misinformation,SUCCESS STORIES,JOURNALISM,https://www.facebook.com/journalismproject/full-fact-fighting-false-news-facebook,[],0,0,0,0,0
692,"June 7, 2019",How to Think About Video - Video Basics for News,ANNOUNCEMENTS,JOURNALISM,https://www.facebook.com/journalismproject/video-basics,[],0,0,0,0,0
693,"June 7, 2019",MotoGP™ Races Ahead with Referral Traffic via Smart Links Publishing Strategy,SUCCESS STORIES,MEDIA,https://www.facebook.com/facebookmedia/success-stories/motogp-races-ahead-with-referral-traffic-via-smart-links-publishing-strategy,[],0,0,0,0,0
694,"June 4, 2019","Creator Spotlight: Food, Glorious Food | Facebook for Creators",SUCCESS STORIES,CREATORS,https://www.facebook.com/creators/creator-spotlight-food-glorious-food,[],0,0,0,0,0
695,"June 4, 2019",Facebook Expands Instant Articles Support for Subscriptions,ANNOUNCEMENTS,JOURNALISM,https://www.facebook.com/journalismproject/facebook-expands-instant-articles-support-subscriptions,[],0,0,0,0,0
696,"June 3, 2019",Tim Tebow Raises Over $120K for his Foundation Using Facebook Fundraisers,SUCCESS STORIES,MEDIA,https://www.facebook.com/facebookmedia/success-stories/tim-tebow-raises-over-$120K-for-his-foundation-using-facebook-fundraisers,[],0,0,0,0,0
697,"May 30, 2019",Facebook Supports Newsrooms and Journalists Throughout the Argentina General Election,ANNOUNCEMENTS,JOURNALISM,https://www.facebook.com/journalismproject/facebook-argentina-general-election-news,[],0,0,0,0,0
698,"May 29, 2019",Novak Djokovic Scores a Social Victory Through Refined Video Strategy and Smart Data Analytics,SUCCESS STORIES,MEDIA,https://www.facebook.com/facebookmedia/success-stories/novak-djokovic-scores-a-social-victory-through-refined-video-strategy-and-smart-data-analytics,[],0,0,0,0,0
699,"May 28, 2019",Bollywood Embraces Augmented Reality for Movie Marketing,SUCCESS STORIES,,https://www.facebook.com/formedia/blog/bollywood-embraces-augmented-reality-for-movie-marketing,[],0,0,0,0,0
700,"May 28, 2019",The ‘Equipe de France’ is also World Champion on Facebook and Instagram,SUCCESS STORIES,MEDIA,https://www.facebook.com/facebookmedia/success-stories/the-equipe-de-france-is-also-world-champion-on-facebook-and-instagram,[],0,0,0,0,0
701,"May 27, 2019",Facebook Accelerator Program Expands to Canada,ANNOUNCEMENTS,JOURNALISM,https://www.facebook.com/journalismproject/facebook-accelerator-program-canada,[],0,0,0,0,0
702,"May 24, 2019",How to Write a Video Script - Tips From Emmy-Winning Journalist,BEST PRACTICES,JOURNALISM,https://www.facebook.com/journalismproject/how-to-write-video-script-craig-duff,[],0,0,0,0,0
703,"May 23, 2019",Where to Find Facebook at Wan-Ifra World News Media Congress 2019,ANNOUNCEMENTS,JOURNALISM,https://www.facebook.com/journalismproject/facebook-wan-ifra-world-news-media-congress-2019,[],0,0,0,0,0
704,"May 20, 2019",The Chicago Cubs Hit a Home Run with Facebook Live Streaming Deal,SUCCESS STORIES,MEDIA,https://www.facebook.com/facebookmedia/success-stories/the-chicago-cubs-hit-a-home-run-with-facebook-live-streaming-deal,[],0,0,0,0,0
705,"May 16, 2019",MLB Engages a Global Audience with Interactive Facebook Broadcasts,SUCCESS STORIES,MEDIA,https://www.facebook.com/facebookmedia/success-stories/mlb-engages-a-global-audience-with-interactive-facebook-broadcasts,[],0,0,0,0,0
706,"May 15, 2019",Sonali Bendre Behl creates book club through Facebook Groups,SUCCESS STORIES,MEDIA,https://www.facebook.com/facebookmedia/success-stories/sonali-bendre-behl-creates-book-club-through-facebook-groups,[],0,0,0,0,0
707,"May 14, 2019",About the Facebook Journalism Project Community Network,PROGRAM IMPACT,,https://www.facebook.com/formedia/blog/facebook-journalism-project-community-network,[],0,0,0,0,0
708,"May 14, 2019",Facebook Journalism Project Community Network - About,BEST PRACTICES,JOURNALISM,https://www.facebook.com/journalismproject/retaining-digital-subscribers-news,[],0,0,0,0,0
709,"May 13, 2019",Facebook Journalism Project Community Network - Selection Committee,ANNOUNCEMENTS,JOURNALISM,https://www.facebook.com/journalismproject/facebook-community-network-selection-committee,[],0,0,0,0,0
710,"May 2, 2019",Award Shows Increase Viewer Engagement Through Facebook and Instagram,SUCCESS STORIES,MEDIA,https://www.facebook.com/facebookmedia/success-stories/award-shows-increase-viewer-engagement-through-facebook-and-instagram,[],0,0,0,0,0
711,"April 30, 2019",Manchester United Scores an IGTV Success with Serialized Content,SUCCESS STORIES,MEDIA,https://www.facebook.com/facebookmedia/success-stories/manchester-united-scores-an-IGTV-success-with-serialized-content,[],0,0,0,0,0
712,"April 30, 2019",Facebook Supports Newsrooms and Journalists Throughout the India General Elections,ANNOUNCEMENTS,JOURNALISM,https://www.facebook.com/journalismproject/facebook-india-general-elections-news,[],0,0,0,0,0
713,"April 30, 2019",5 Insights From the Accelerate Local News Summit,BEST PRACTICES,JOURNALISM,https://www.facebook.com/journalismproject/facebook-accelerate-local-news-summit-look-inside,[],0,0,0,0,0
714,"April 28, 2019",CrowdTangle Trends Report: German Local News Publishers on Facebook,ANNOUNCEMENTS,JOURNALISM,https://www.facebook.com/journalismproject/crowdtangle-trends-report-germany-local-news-facebook,[],0,0,0,0,0
715,"April 25, 2019",Facebook Accelerator Program Expands to Brazil,ANNOUNCEMENTS,JOURNALISM,https://www.facebook.com/journalismproject/facebook-accelerator-program-brazil,[],0,0,0,0,0
716,"April 25, 2019",Facebook Accelerator Program Expands to Brazil,ANNOUNCEMENTS,JOURNALISM,https://www.facebook.com/journalismproject/facebook-local-news-brazil,[],0,0,0,0,0
717,"April 25, 2019",Instagram Creator Guide | Meta For Creators,BEST PRACTICES,CREATORS,https://www.facebook.com/creators/instagram-creator-guide,[],0,0,0,0,0
718,"April 23, 2019",Registering English News Pages on Facebook,BEST PRACTICES,,https://www.facebook.com/formedia/blog/registering-news-pages-on-facebook,[],0,0,0,0,0
719,"April 12, 2019",Supporting newsrooms and journalists ahead of the European Parliament Elections,ANNOUNCEMENTS,,https://www.facebook.com/formedia/blog/supporting-newsrooms-and-journalists-ahead-of-the-european-parliament-elections,[],0,0,0,0,0
720,"April 11, 2019",Subscription Acquisition and Retention for News Publishers,ANNOUNCEMENTS,JOURNALISM,https://www.facebook.com/journalismproject/subscription-acquisition-retention-news-publishers,[],0,0,0,0,0
